edge,count,name,shape,edge_length,cycle_roads,main_roads,small_roads,school_distance
"(27638496, 1783146297)",260,Große Bleiche,"{""type"":""LineString"",""coordinates"":[[8.2694082,50.0047084],[8.2693567,50.0046659],[8.2691012,50.004455],[8.269052,50.0044144],[8.2688592,50.0042577],[8.2688218,50.0042257],[8.2687789,50.004189]]}",0.073,0,1,0,0.379
"(1607880587, 43197381)",259,Eisgrubweg,"{""type"":""LineString"",""coordinates"":[[8.2709971,49.9946418],[8.2695339,49.994466],[8.2691081,49.9944101],[8.2686476,49.9943606],[8.2685333,49.9943516],[8.2683779,49.9943547],[8.2677811,49.9944298],[8.2675649,49.9944659],[8.2674662,49.994481]]}",0.257,0,0,0,0.313
"(10992709356, 566717121)",256,Parcusstraße,"{""type"":""LineString"",""coordinates"":[[8.2612096,50.0013258],[8.2612006,50.0013084],[8.2611961,50.0013006],[8.2611475,50.0012185],[8.2607794,50.0005915],[8.2607513,50.0005503],[8.26073,50.0005151],[8.2606947,50.0004728]]}",0.102,0,1,0,0.73
"(697205574, 224455788)",255,Flachsmarktstraße,"{""type"":""LineString"",""coordinates"":[[8.268688,50.0039736],[8.2687171,50.0039569],[8.2687282,50.0039505],[8.2688647,50.0038721],[8.2693962,50.0035669],[8.269443,50.0035648],[8.2695599,50.0035769]]}",0.08,1,0,0,0.466
"(323935916, 30696849)",255,Am Linsenberg,"{""type"":""LineString"",""coordinates"":[[8.2580737,49.9982133],[8.2580444,49.9982981],[8.2579372,49.9985537],[8.2579245,49.9985841]]}",0.043,0,1,0,0.775
"(2365943570, 32432182)",255,Wallstraße,"{""type"":""LineString"",""coordinates"":[[8.253301,50.0029195],[8.2531758,50.002985],[8.2530606,50.0030348],[8.2529402,50.0030706],[8.2527666,50.003086],[8.2526275,50.0030759],[8.2524953,50.0030522],[8.2522135,50.0029739],[8.2518858,50.0028904],[8.2517588,50.0028804],[8.2515842,50.0028906]]}",0.132,0,1,0,0.215
"(256165318, 165171151)",254,Schusterstraße,"{""type"":""LineString"",""coordinates"":[[8.2714706,50.0012542],[8.2713849,50.0015564],[8.2713694,50.0015936],[8.2713511,50.0016312],[8.2713161,50.0016831]]}",0.049,0,1,0,0.458
"(2453933627, 873536656)",254,Quintinsstraße,"{""type"":""LineString"",""coordinates"":[[8.273208,50.0006982],[8.2735283,50.0007785],[8.2746268,50.0010712]]}",0.11,0,1,0,0.455
"(6944960193, 160530492)",253,Untere Zahlbacher Straße,"{""type"":""LineString"",""coordinates"":[[8.2524009,49.994868],[8.2524795,49.9951518],[8.2524997,49.9952246],[8.2525389,49.9953098],[8.2525933,49.9954082],[8.2526486,49.9954827],[8.252689,49.9955271],[8.252733,49.99557],[8.2527867,49.9956111]]}",0.088,0,1,0,0.784
"(10992709355, 27077264)",253,Parcusstraße,"{""type"":""LineString"",""coordinates"":[[8.2613664,50.0012775],[8.2613777,50.0012975],[8.2614229,50.0013678],[8.2616552,50.0017406],[8.2616775,50.0017763],[8.2617274,50.0018569]]}",0.069,0,1,0,0.738
"(1619546528, 3213733222)",253,"['Johannisstraße', 'Schöfferstraße']","{""type"":""LineString"",""coordinates"":[[8.2718906,49.9981402],[8.2721327,49.9981775],[8.2722947,49.9982054],[8.2727859,49.9983269],[8.2728288,49.9983435],[8.2728539,49.9983617],[8.2728686,49.9983813],[8.2728687,49.9984033],[8.2728558,49.9984298],[8.2724947,49.9989107],[8.272483,49.9989263],[8.272461,49.9989569],[8.2724084,49.9990299],[8.2723771,49.9990733]]}",0.161,0,0,1,0.186
"(35884730, 30692023)",252,Frauenlobstraße,"{""type"":""LineString"",""coordinates"":[[8.2602971,50.0052007],[8.2600234,50.0048984],[8.259751,50.0045977],[8.2596951,50.0045414]]}",0.085,0,0,1,0.743
"(264842509, 999599906)",252,Mombacher Straße,"{""type"":""LineString"",""coordinates"":[[8.2567382,50.0024507],[8.2568678,50.0023288],[8.2569771,50.0022261],[8.2571863,50.0020117]]}",0.058,0,1,0,0.575
"(999599906, 30696652)",252,Mombacher Straße,"{""type"":""LineString"",""coordinates"":[[8.2571863,50.0020117],[8.2575001,50.0016586],[8.2577538,50.0013159],[8.2579362,50.0009804]]}",0.127,0,1,0,0.607
"(30691974, 30692023)",251,Boppstraße,"{""type"":""LineString"",""coordinates"":[[8.2607528,50.0041111],[8.2606466,50.0041546],[8.2596951,50.0045414]]}",0.089,0,1,0,0.778
"(697194420, 224455788)",251,Flachsmarktstraße,"{""type"":""LineString"",""coordinates"":[[8.26879,50.004057],[8.2688606,50.0040172],[8.2688975,50.0039965],[8.2690288,50.0039266],[8.2692334,50.0038097],[8.2693609,50.0037291],[8.2694521,50.0036685],[8.2695235,50.0036115],[8.2695599,50.0035769]]}",0.077,0,1,0,0.456
"(2450645187, 27296108)",251,Gärtnergasse,"{""type"":""LineString"",""coordinates"":[[8.2633888,50.0012929],[8.2638528,50.0011222],[8.263956,50.0010838]]}",0.047,0,1,0,0.584
"(1615878369, 27633884)",249,Rheinstraße,"{""type"":""LineString"",""coordinates"":[[8.2783234,49.997214],[8.2781617,49.9974602],[8.2776631,49.9982193]]}",0.121,0,1,0,0.583
"(318701185, 672933752)",247,Czernyweg,"{""type"":""LineString"",""coordinates"":[[8.2556998,49.9949121],[8.2558281,49.995581],[8.255845,49.9956658]]}",0.084,0,0,0,0.892
"(1600285995, 26773477)",246,Rheinstraße,"{""type"":""LineString"",""coordinates"":[[8.2827442,49.9923828],[8.2826991,49.9924186],[8.2826107,49.992535],[8.2825098,49.9926895],[8.2823919,49.9928416],[8.2822792,49.9929849]]}",0.075,0,1,0,1.025
"(31237140, 31237138)",246,Holzstraße,"{""type"":""LineString"",""coordinates"":[[8.2763056,49.9959552],[8.2764349,49.9960658],[8.276489,49.996112],[8.2765934,49.9962013],[8.2766345,49.9962365],[8.2767191,49.9963088],[8.2767772,49.9963586],[8.2768016,49.9963794],[8.2770913,49.9965922],[8.2772267,49.9966622],[8.277401,49.9967523],[8.2774605,49.9967831],[8.2775768,49.9968272],[8.2778396,49.9969269]]}",0.156,0,0,1,0.501
"(27362582, 1413872789)",245,Binger Straße,"{""type"":""LineString"",""coordinates"":[[8.2565604,49.9979726],[8.2566798,49.9981145],[8.2569332,49.9984134],[8.257141,49.9986642],[8.2572729,49.9987943],[8.2573892,49.99889],[8.2574728,49.9989533]]}",0.127,0,1,0,0.723
"(255382007, 30896941)",245,Goethestraße,"{""type"":""LineString"",""coordinates"":[[8.251816,50.0089213],[8.2517501,50.0088711],[8.2517352,50.0088598],[8.2516853,50.008822],[8.2512797,50.0085141],[8.2502893,50.0076872],[8.2493654,50.006914],[8.249331,50.0068821],[8.2492298,50.0067778],[8.2491939,50.0067408]]}",0.307,0,0,1,0.256
"(30692023, 255380083)",244,Frauenlobstraße,"{""type"":""LineString"",""coordinates"":[[8.2596951,50.0045414],[8.2596769,50.0045208],[8.2596536,50.0044945],[8.2590404,50.0038098]]}",0.094,0,0,1,0.757
"(257809730, 538454032)",243,Kaiser-Wilhelm-Ring,"{""type"":""LineString"",""coordinates"":[[8.2518799,50.0089459],[8.2519938,50.0088508],[8.2528913,50.0080767],[8.2536412,50.0074398],[8.2545199,50.0066849],[8.2546392,50.0065823]]}",0.329,0,0,0,0.552
"(538454039, 257809123)",242,Kaiser-Wilhelm-Ring,"{""type"":""LineString"",""coordinates"":[[8.2550012,50.0064336],[8.2547195,50.0066746],[8.2537199,50.0075177],[8.2529603,50.0081589],[8.25212,50.0088738],[8.2520679,50.0089162],[8.2520326,50.0089496],[8.2519896,50.008988]]}",0.356,0,0,0,0.561
"(8645232815, 10584869753)",242,Mombacher Straße,"{""type"":""LineString"",""coordinates"":[[8.2593584,49.9983164],[8.2593293,49.9983321],[8.2591807,49.9984292],[8.2590607,49.9985254],[8.258966,49.9986277],[8.2588598,49.9987559],[8.2587335,49.9989592],[8.2586487,49.9991829],[8.2585923,49.9993852],[8.2585013,49.9998422],[8.2583899,50.0002856],[8.2582878,50.0005499]]}",0.265,0,1,0,0.711
"(255313978, 27716011)",241,Gabelsbergerstraße,"{""type"":""LineString"",""coordinates"":[[8.2588927,50.0096945],[8.2588438,50.0091539],[8.2588142,50.0087598],[8.2588101,50.0086547]]}",0.116,0,0,1,0.77
"(529840, 255328306)",240,Binger Straße,"{""type"":""LineString"",""coordinates"":[[8.2581987,49.9995973],[8.2580745,49.9995297],[8.2579406,49.9994498],[8.2575646,49.9992081],[8.2573344,49.9990633]]}",0.086,0,1,0,0.711
"(162497529, 897141086)",239,Emmeransstraße,"{""type"":""LineString"",""coordinates"":[[8.2690175,50.0011416],[8.2690805,50.0012426]]}",0.012,0,0,1,0.428
"(4728576543, 10992709344)",239,Schillerplatz,"{""type"":""LineString"",""coordinates"":[[8.2670557,49.998591],[8.2671171,49.9985381],[8.2672488,49.9984244],[8.2674349,49.9982515]]}",0.046,0,0,1,0.189
"(529654, 292513500)",239,Kupferbergterrasse,"{""type"":""LineString"",""coordinates"":[[8.2627533,49.9978231],[8.2633533,49.9975328],[8.2639912,49.9972241]]}",0.111,0,0,1,0.404
"(487063275, 1413508639)",238,Große Bleiche,"{""type"":""LineString"",""coordinates"":[[8.2705384,50.0056411],[8.2708164,50.0058705]]}",0.032,0,1,0,0.262
"(31237126, 529452)",238,Salvatorstraße,"{""type"":""LineString"",""coordinates"":[[8.2783991,49.9926011],[8.2784346,49.9926113],[8.2784848,49.9926228],[8.278539,49.9926277],[8.2785998,49.9926332],[8.2786821,49.9926352],[8.2788778,49.9926379],[8.2790839,49.9926429],[8.2797992,49.9926602],[8.280051,49.9926485],[8.2812685,49.9923911],[8.2813637,49.9923712]]}",0.218,0,1,0,0.818
"(255380090, 3905175133)",237,Kaiser-Wilhelm-Ring,"{""type"":""LineString"",""coordinates"":[[8.2586207,50.0026304],[8.25828,50.0030203]]}",0.05,0,0,1,0.69
"(255328498, 30697007)",237,Wallstraße,"{""type"":""LineString"",""coordinates"":[[8.2566818,50.0008286],[8.2567713,50.0007159],[8.2569082,50.0005977],[8.2569686,50.0005455],[8.2570346,50.0004964],[8.2571265,50.0004336],[8.2572772,50.0003441]]}",0.069,0,1,0,0.592
"(452384809, 27633625)",237,Rheinstraße,"{""type"":""LineString"",""coordinates"":[[8.2755477,50.0014526],[8.2754292,50.0016333],[8.2754112,50.0016607],[8.275244,50.0019183],[8.2750718,50.0021835]]}",0.088,0,1,0,0.625
"(1413508639, 1413508646)",237,"['Große Bleiche', 'Peter-Altmeier-Allee']","{""type"":""LineString"",""coordinates"":[[8.2708164,50.0058705],[8.2709948,50.0059491],[8.2710479,50.0059815],[8.2711904,50.0060999],[8.2712314,50.0061211],[8.2712767,50.0061357],[8.2713273,50.0061454],[8.2713742,50.0061476],[8.2714047,50.0061456],[8.2714572,50.0061331],[8.2714762,50.0061286],[8.2715552,50.0060867],[8.2716625,50.0060217]]}",0.077,0,1,0,0.248
"(2183248640, 308319262)",236,Hechtsheimer Straße,"{""type"":""LineString"",""coordinates"":[[8.2796653,49.9844924],[8.2796806,49.9843837],[8.2797081,49.9841884],[8.2798018,49.9835231]]}",0.108,0,1,0,1.34
"(1245602287, 27362740)",236,Augustusstraße,"{""type"":""LineString"",""coordinates"":[[8.2624257,49.9968294],[8.2624346,49.9968773],[8.2624328,49.9969279],[8.2624134,49.9969763],[8.2623412,49.9970656],[8.2622048,49.9972225],[8.2621768,49.9972849],[8.2621554,49.9973665],[8.2621474,49.9974333],[8.2621476,49.9976125],[8.2621494,49.9977489],[8.2621498,49.9977792],[8.2621521,49.9978978]]}",0.123,0,1,0,0.517
"(9049142219, 631746573)",235,Peter-Altmeier-Allee,"{""type"":""LineString"",""coordinates"":[[8.2711142,50.0070114],[8.2711695,50.0069361],[8.2713649,50.0066702],[8.2714144,50.0065845],[8.2714357,50.0065464]]}",0.057,0,1,0,0.159
"(30692120, 2468726967)",235,Hindenburgplatz,"{""type"":""LineString"",""coordinates"":[[8.264828,50.0059821],[8.2647427,50.0060191],[8.264247,50.0062395],[8.2639836,50.0063568],[8.2637454,50.006466]]}",0.094,0,0,1,0.42
"(698111360, 34470066)",234,An der Favorite,"{""type"":""LineString"",""coordinates"":[[8.2844218,49.9889167],[8.284482,49.9889812],[8.2844957,49.9889916],[8.2845179,49.9890038],[8.2845384,49.9890107],[8.2865263,49.9894382],[8.2867485,49.989492],[8.2868126,49.9895036],[8.2868681,49.989506],[8.2870377,49.9894869],[8.2871179,49.9894701],[8.2871965,49.9894453],[8.2872449,49.9894094],[8.2873789,49.989287],[8.2878574,49.9885437],[8.2878732,49.9885229],[8.2879073,49.9884892]]}",0.332,0,0,1,1.184
"(1635811702, 487063275)",234,Große Bleiche,"{""type"":""LineString"",""coordinates"":[[8.2701313,50.0053051],[8.270258,50.0054097],[8.2705384,50.0056411]]}",0.047,0,1,0,0.282
"(7673209911, 256397496)",233,Am Rosengarten,"{""type"":""LineString"",""coordinates"":[[8.2787092,49.990562],[8.2787508,49.9905676],[8.278789,49.9905676],[8.2788148,49.9905625],[8.2788831,49.9905426],[8.280279,49.9901349]]}",0.123,0,0,1,0.993
"(452384809, 256168152)",233,Quintinsstraße,"{""type"":""LineString"",""coordinates"":[[8.2755477,50.0014526],[8.2754181,50.0014124],[8.2753196,50.001378],[8.2752323,50.0013385],[8.2750919,50.0012799],[8.274914,50.001195]]}",0.054,0,1,0,0.574
"(255374058, 10584869747)",233,Osteinunterführung,"{""type"":""LineString"",""coordinates"":[[8.2574765,50.0035695],[8.2573748,50.0035312],[8.2573425,50.0035188],[8.256319,50.003129],[8.2562886,50.0031174],[8.256178,50.0030698]]}",0.108,0,0,1,0.542
"(27633884, 27633852)",232,Rheinstraße,"{""type"":""LineString"",""coordinates"":[[8.2776631,49.9982193],[8.2772503,49.9988429]]}",0.075,0,1,0,0.571
"(27077363, 27077355)",232,Hintere Bleiche,"{""type"":""LineString"",""coordinates"":[[8.2643878,50.0026686],[8.2638028,50.0020648],[8.2637828,50.0020442]]}",0.082,0,0,1,0.673
"(256310268, 160522741)",232,Große Langgasse,"{""type"":""LineString"",""coordinates"":[[8.2673305,49.9996486],[8.267833,49.9993626]]}",0.048,0,1,0,0.262
"(10577183805, 256168061)",231,"['Karmeliterstraße', 'Karmeliterplatz']","{""type"":""LineString"",""coordinates"":[[8.2723405,50.0024284],[8.2727729,50.002509],[8.2731185,50.0025889],[8.2738438,50.0027013],[8.2739867,50.0027214],[8.2740161,50.0027247],[8.2740498,50.0027247],[8.2740993,50.0027207]]}",0.13,0,0,1,0.601
"(27636474, 27636418)",228,Dr.-Martin-Luther-King-Weg,"{""type"":""LineString"",""coordinates"":[[8.2462822,50.0033983],[8.2463159,50.003266],[8.2463233,50.003221],[8.2463585,50.0030069],[8.2463848,50.0028308],[8.2464805,50.0022563],[8.2465165,50.0020336],[8.2465663,50.0016829],[8.2465697,50.0016592],[8.2465836,50.0015611]]}",0.205,0,1,0,0.083
"(308319262, 6769713349)",228,Hechtsheimer Straße,"{""type"":""LineString"",""coordinates"":[[8.2798018,49.9835231],[8.2799091,49.9828477]]}",0.075,0,1,0,1.311
"(160502620, 160502622)",228,Schöfferstraße,"{""type"":""LineString"",""coordinates"":[[8.2717562,49.9999274],[8.2717606,49.9998936],[8.2717672,49.9998592],[8.2718458,49.9997535],[8.2719208,49.9996528],[8.2720369,49.9994968],[8.2721345,49.9993656],[8.2722456,49.9991911]]}",0.089,0,0,0,0.28
"(30696491, 30651559)",228,Frauenlobstraße,"{""type"":""LineString"",""coordinates"":[[8.262083,50.0071274],[8.262015,50.0070669],[8.2617109,50.0067334],[8.2616835,50.0067034],[8.2616563,50.0066735],[8.2613872,50.0063785]]}",0.097,0,0,1,0.548
"(11220995613, 4971659199)",228,Mombacher Straße,"{""type"":""LineString"",""coordinates"":[[8.2529075,50.0047703],[8.2533885,50.0045085],[8.2535751,50.0044046]]}",0.063,0,1,0,0.4
"(530091, 1368677262)",224,Gymnasiumstraße,"{""type"":""LineString"",""coordinates"":[[8.2686142,49.9989263],[8.2686583,49.9989643],[8.268767,49.9990581],[8.2688398,49.9991208],[8.2693403,49.9995525],[8.26937,49.9995781],[8.2693874,49.9995931]]}",0.092,0,0,1,0.194
"(1413872817, 323930247)",224,Binger Straße,"{""type"":""LineString"",""coordinates"":[[8.2577445,49.9991226],[8.2578918,49.9991913],[8.2579941,49.9992293],[8.2581305,49.9992731],[8.2582063,49.9992961]]}",0.038,0,1,0,0.734
"(256310267, 530091)",223,Große Langgasse,"{""type"":""LineString"",""coordinates"":[[8.2689422,49.9987152],[8.2687946,49.9988164],[8.2686142,49.9989263]]}",0.033,0,1,0,0.163
"(27716011, 27716008)",223,Synagogenplatz,"{""type"":""LineString"",""coordinates"":[[8.2588101,50.0086547],[8.259132900000001,50.0084978],[8.25916,50.0084846],[8.2594382,50.0083494]]}",0.056,0,0,1,0.724
"(10634652018, 1303988946)",222,Drususwall,"{""type"":""LineString"",""coordinates"":[[8.2667234,49.9922607],[8.2668012,49.992232],[8.2672787,49.9920887],[8.2684735,49.9917224],[8.2691694,49.9915278],[8.2699188,49.9914312],[8.2701839,49.9913789],[8.2702727,49.9913639]]}",0.274,1,0,0,0.6
"(1607880594, 4042155693)",222,Eisgrubweg,"{""type"":""LineString"",""coordinates"":[[8.2725065,49.9948528],[8.2733361,49.9950029],[8.2734433,49.9950104],[8.273556,49.9950029],[8.273665,49.9949844],[8.273731,49.9949656],[8.273889,49.994918]]}",0.103,0,0,0,0.343
"(11220995611, 5469801663)",221,Mombacher Straße,"{""type"":""LineString"",""coordinates"":[[8.2512579,50.0056683],[8.2504198,50.0061245]]}",0.078,0,1,0,0.317
"(1687914109, 2324605537)",219,Fritz-Kohl-Straße,"{""type"":""LineString"",""coordinates"":[[8.2490123,50.0045934],[8.2490804,50.0045807],[8.2491085,50.0045727],[8.2491458,50.004562],[8.2502668,50.0041278],[8.2504087,50.0040835],[8.2505553,50.0040504],[8.2508954,50.0039839],[8.2514856,50.0038808],[8.2519779,50.0037948],[8.2522075,50.0037563],[8.2522948,50.0037459],[8.2523883,50.0037375],[8.2524736,50.003738],[8.2525589,50.0037424],[8.2526031,50.0037486]]}",0.277,0,0,1,0.222
"(11267686699, 1462353977)",219,Wallstraße,"{""type"":""LineString"",""coordinates"":[[8.2473806,50.0052347],[8.2477586,50.0049985],[8.248131,50.0047818]]}",0.074,0,1,0,0.105
"(530086, 256310268)",219,Große Langgasse,"{""type"":""LineString"",""coordinates"":[[8.2670179,49.999818],[8.2673305,49.9996486]]}",0.029,0,1,0,0.308
"(27629617, 27612146)",216,Kaiserstraße,"{""type"":""LineString"",""coordinates"":[[8.2640609,50.0051901],[8.2640101,50.005139],[8.2631212,50.0042431],[8.2630742,50.0041941]]}",0.131,0,1,0,0.517
"(160522333, 160522741)",216,Emmeransstraße,"{""type"":""LineString"",""coordinates"":[[8.2685554,50.0002731],[8.267833,49.9993626]]}",0.114,0,0,1,0.262
"(2300679776, 698097101)",215,Langenbeckstraße,"{""type"":""LineString"",""coordinates"":[[8.2613005,49.9918854],[8.2616208,49.9915466],[8.2616445,49.9915166]]}",0.048,0,1,0,0.849
"(5424621821, 697205535)",215,,"{""type"":""LineString"",""coordinates"":[[8.2694261,49.9983365],[8.2693824,49.9982046],[8.2695078,49.9980447],[8.2696377,49.997908],[8.2697979,49.9978424]]}",0.066,1,0,0,0.06
"(1717979515, 10992709356)",213,Parcusstraße,"{""type"":""LineString"",""coordinates"":[[8.261495,50.0018749],[8.2615047,50.001842],[8.2615043,50.0018169],[8.2614881,50.0017812],[8.261287,50.0014534],[8.2612664,50.0014198],[8.261222,50.001346],[8.2612096,50.0013258]]}",0.065,0,1,0,0.75
"(30651559, 35884821)",213,Frauenlobstraße,"{""type"":""LineString"",""coordinates"":[[8.2613872,50.0063785],[8.2610015,50.0059651],[8.2609653,50.0059263],[8.2609207,50.0058785],[8.2605534,50.0054848],[8.2605313,50.0054611]]}",0.119,0,0,1,0.619
"(1413508679, 9049142219)",212,Peter-Altmeier-Allee,"{""type"":""LineString"",""coordinates"":[[8.2706649,50.0074504],[8.2707509,50.0073535],[8.2709278,50.0071614],[8.2709682,50.0071243],[8.2711142,50.0070114]]}",0.059,0,0,1,0.101
"(1413508540, 27077363)",212,Neubrunnenstraße,"{""type"":""LineString"",""coordinates"":[[8.263125,50.0031627],[8.2643878,50.0026686]]}",0.106,0,0,1,0.704
"(1607880594, 1607880590)",212,Eisgrubweg,"{""type"":""LineString"",""coordinates"":[[8.2725065,49.9948528],[8.2720311,49.9947926],[8.2713412,49.9946875],[8.2710859,49.9946526]]}",0.104,0,0,0,0.314
"(165171151, 871917948)",211,Schusterstraße,"{""type"":""LineString"",""coordinates"":[[8.2713161,50.0016831],[8.2712182,50.001813],[8.2710932,50.001979],[8.2710248,50.0020597],[8.2709748,50.00211]]}",0.053,0,1,0,0.501
"(1392641412, 27636474)",211,Am Fort Gonsenheim,"{""type"":""LineString"",""coordinates"":[[8.2428418,50.0028787],[8.2438363,50.0030286],[8.2455398,50.0032848],[8.246001,50.0033559],[8.2460225,50.0033592],[8.2460989,50.003371],[8.246212,50.0033885],[8.2462822,50.0033983]]}",0.253,0,1,0,0.149
"(11261032083, 697205585)",210,,"{""type"":""LineString"",""coordinates"":[[8.2670513,50.0095441],[8.2670657,50.0095394],[8.2670693,50.0095383],[8.2679887,50.0092548],[8.2680206,50.0092464],[8.2680552,50.0092373]]}",0.079,1,0,0,0.156
"(3610842865, 3610842857)",210,Mombacher Straße,"{""type"":""LineString"",""coordinates"":[[8.2474127,50.0077474],[8.2471326,50.0079361],[8.2469227,50.0080913]]}",0.052,0,1,0,0.194
"(27629686, 27629782)",210,,"{""type"":""LineString"",""coordinates"":[[8.2734432,50.0052581],[8.2761575,50.0063544],[8.2766524,50.006556],[8.2797678,50.0078249]]}",0.535,0,1,0,0.415
"(325233644, 1844388332)",209,Stresemann-Ufer,"{""type"":""LineString"",""coordinates"":[[8.2825778,49.9956706],[8.2826814,49.9957356],[8.2827454,49.9960908],[8.2827583,49.9961881],[8.2827556,49.9962362],[8.2827399,49.9962759],[8.2827051,49.9963311],[8.2826294,49.9964185],[8.2822107,49.996844],[8.2819279,49.9971288],[8.2817937,49.9972598]]}",0.2,0,0,0,0.87
"(30692019, 11339308416)",209,Boppstraße,"{""type"":""LineString"",""coordinates"":[[8.2567374,50.005746],[8.2568524,50.0056986],[8.2575168,50.0054258]]}",0.066,0,1,0,0.686
"(1155188085, 1425681898)",209,Untere Zahlbacher Straße,"{""type"":""LineString"",""coordinates"":[[8.2526271,49.9957035],[8.2524753,49.9956156],[8.2524318,49.9955827],[8.2523795,49.9955265],[8.2523317,49.9954585],[8.2522992,49.9953966],[8.2522614,49.9952582],[8.2522436,49.99512],[8.2522179,49.9949889],[8.2519395,49.9939959],[8.251521,49.9925033],[8.2514939,49.9923366]]}",0.387,0,1,0,0.77
